area_sqft,bedrooms,age_years,location,price_wan
1126.2718478640268,3,12.4752857743169,C,927.8379196503478
2739.696080003041,8,32.38094980959406,B,2222.9943766041583
2135.439404002198,6,11.07816131798553,B,1754.563122178675
1796.7518448781682,5,,B,1510.8895613716231
1742.2106700837792,5,20.057272318880223,C,1415.7627659087348
3266.8138604864275,8,12.226487185130138,A,2666.5996473904393
3668.003428370109,8,,A,2954.642102108066
1120.7361713806704,4,11.652737966852612,C,910.7144818389237
2784.746809397962,8,9.707564769607464,A,2262.966064307476
1544.0596857444925,4,26.255703433400324,C,1241.831094964275
3884.3677005683667,8,11.808166565350575,A,3187.7503094890867
3719.475561880474,8,21.45530550240412,A,2995.5616638242145
2725.54781450628,8,7.700268137955647,B,2217.985818240994
3134.562339776803,8,19.537895397593964,A,2569.7287494706748
2303.037937128231,7,29.89009987304741,B,1856.5829738254645
3390.633404314495,8,1.6799404097877733,A,2784.306712046839
2069.331908900361,6,19.261377678166472,B,1658.208299819053
1685.8435865981664,5,0.8636219318619067,C,1383.0743013978977
1472.6472542505567,4,11.836284949375795,C,1221.5707788389816
1292.165698951912,4,25.617140951135216,C,1027.5231905584792
2340.358951708369,7,11.909220970144785,B,1920.6604312129205
2008.19221239551,6,5.730787385115673,B,1660.1718175912538
2821.132171654084,8,1.7662877234361478,A,2311.3297709600115
544.9416882838229,2,17.98466615450477,C,460.2246870780103
2066.956655385523,6,10.623057797333589,B,1711.3446845296942
1778.1328039633697,6,16.09360206810691,B,1462.3682888666563
1183.891599550439,3,4.8702665478473435,C,1005.9641143071392
2582.0305485211848,7,8.741014518041215,B,2126.78367129944
2023.596045827256,6,11.44325929076251,B,1688.1484117268858
1549.9702631080245,5,,C,1246.633491853808
1232.9564243267685,4,21.202523863064464,C,1013.3988873166542
3561.184200172628,8,40.362359183357775,A,2849.6419580026486
3291.1181043250144,8,3.478238979709742,A,2702.933500238668
2623.4838683974267,8,5.471475054858855,B,2141.4931203424903
1707.8520253355225,5,40.26310356405821,C,1377.1337692766494
3813.8692684287694,8,4.894922761570365,A,3105.9757532332546
2471.8208107589094,8,12.672410008201574,B,2019.6144835513521
2014.6695886698321,6,4.2112064505603,B,1670.046378955956
3651.5735965147774,8,1.3459376617168155,A,2973.4474175132
1617.6963136565184,5,12.703563402096998,C,1318.8089698448296
2935.9820454682417,8,12.267027519251032,A,2389.6446773060534
1598.3711454182953,5,17.547646037797396,C,1299.4317244229387
1415.4356620913,4,3.7033601626782087,C,1187.107712756301
2952.943113252994,8,14.30430304342955,A,2404.239756269589
1297.621926175752,4,5.636134659906752,C,1072.5898706563423
2225.886130447083,6,20.875536530253985,B,1827.7988235029723
7590.29875671584,8,11.11665076041436,B,2080.9166599747996
1161.1722766406047,4,31.15541246199224,C,939.0098671908646
3059.3423042545564,8,,A,2494.196521599706
2419.690726186206,7,16.573027374332593,B,1959.9788079094822
2675.261408690782,8,34.10535758014658,B,2183.1528925342336
1802.5051087889046,6,29.425237199662263,B,1470.3523103053033
1970.6764097222185,6,20.014754023707436,B,1627.3561391085427
2231.9038727096968,7,31.721198676344784,B,1802.7201179752085
2144.8981934215944,6,7.448515886367859,B,1784.239567882596
2864.737279973681,8,33.55067248117577,A,2301.521817116481
2520.1212657366973,7,33.18782441069214,B,2047.9862219117038
1956.947250473632,5,10.720053352744628,B,1616.3451607968807
506.30823762386655,2,16.315885947419602,C,448.735330200903
3279.1087127142646,8,28.24120022252799,A,2646.9110571230317
2317.8447740051743,7,9.072271667108183,B,1909.4877058667257
1642.906323339445,5,2.2610183883928245,C,1349.6453954776405
2249.842578439179,6,24.706265333934017,B,1824.62927829382
827.0607672311633,3,11.144791680990231,C,694.3377742582337
3666.464253936735,8,66.65267433656072,A,2975.5966133507623
3964.076586545762,8,10.430953224069475,A,3216.1706927075447
705.5732613045404,2,57.7865392579468,C,526.571421603093
1753.809265069835,5,12.459530631432575,B,1446.0027572711797
3055.226022366792,8,21.944952475389155,A,2504.348109575498
4799.500377787768,5,,C,1364.3469821275714
2484.6741542755713,7,15.999213441350324,B,2015.7908175584034
1957.9983681026047,6,11.041737668148073,B,1601.5979658743654
3209.7425517080624,8,7.275580564432435,A,2628.8868119160497
11563.876210122355,8,5.000842679039997,A,3150.0038543999444
3609.383992108368,8,10.632940951012277,A,2920.213675631084
2673.2741282001734,8,4.324567335145308,B,2158.7349876819076
1060.9600943382443,3,,C,892.4921936354095
3814.7172915908195,8,9.572719683652332,A,3125.1336934502433
582.7135003512162,2,9.541131510506164,C,525.8537427296976
1541.983097473015,5,12.099077673355989,C,1268.7928471520263
1485.6472258520853,4,11.749653982332877,C,1245.108809387972
2851.3909360294665,8,21.316259453474103,A,2317.8537538522837
2205.77073125379,7,22.067600907106307,B,1777.0672706580274
825.1099206510653,3,8.29554878968655,C,697.9900253307894
545.0026071072563,2,15.83797055517305,C,482.3639061379693
2615.1051137077325,7,12.17107098986031,B,2139.292612272564
2220.1916631932413,6,31.21952937924982,B,1790.0707032958348
2604.837424691404,8,37.027107136823304,B,2100.114151939576
2474.0835235293707,8,1.2485218075194906,B,2042.678264511646
3616.60687904888,8,20.354923523337526,A,2935.809463353579
3714.3890025470887,8,18.880772962056536,A,3018.2729430919644
1158.9000638582775,4,,C,969.7574718201028
3797.4230431468695,8,32.213611482689004,A,3080.1728205406207
3257.0431921297427,8,12.991757360581035,A,2656.913818432617
2736.5918827803825,8,18.4762125710092,B,2224.711995099546
2808.6254362183226,8,11.891942668850696,A,2302.894904569736
2411.210804652249,7,,B,1985.6285332537843
3710.4215487499423,8,1.9933725697977034,A,3004.7321011310337
1316.4212217004856,4,9.63000116951308,C,1108.6659046325276
2597.6059729435333,8,3.5272351979777423,B,2159.1821572008616
3349.8507165507767,8,6.070200957938176,A,2737.8853856108344
971.6650806739549,3,26.315825560709985,C,804.8657756490352
2654.2789602560347,8,,B,2150.383349121029
1909.9171643535087,6,20.204012937702377,B,1573.6891717555081
3181.12719513199,8,17.731023872722528,A,2575.791796046271
737.000262171892,3,17.873847331073684,C,620.776362346592
2623.850333619712,8,18.103497768651202,B,2145.9055908400733
3499.775414953264,8,4.52510722407605,A,2847.5211657420555
2699.217518270817,8,12.236343610805324,B,2188.0100070845256
1624.6819340873226,5,31.773058400811063,C,1306.3668447951475
2795.2861957266123,8,7.565644449420468,A,2283.6181040879596
1683.5349495760377,5,10.507463509862268,C,1379.2950773071718
2840.074759435315,8,2.4611726979235486,A,2317.545412621564
949.2054050471872,2,0.5524992383536863,C,824.8612356813985
1479.9711046856244,4,18.38134661473366,C,1207.7803015796626
614.5143236892038,2,4.3731877081790484,C,542.8939699413864
793.6828613694179,3,26.37979101933375,C,628.816901219381
2441.6936693577727,8,35.84312677821353,B,1961.447581915696
1310.9437748730752,5,17.414853035512504,C,1101.6889749355762
2306.2890567320615,7,4.601340380147734,B,1886.2640904959633
2808.4933657549436,8,31.615249970578805,A,2278.029234491716
3584.1516277233322,8,24.566990353036026,A,2934.080939875912
1742.7135510598853,5,6.498929176817436,B,1446.2447104641178
1615.376382535608,5,25.557367138735533,C,1334.1007803328503
1597.8335954733282,5,4.786175917253144,C,1308.9850037414851
912.4737558353835,2,12.298639418975878,C,757.944092032743
2821.1417763004256,8,10.116447733282861,A,2308.7659620485356
3368.7910350302363,8,26.368567071845998,A,2720.172038485677
2155.5170130204606,7,7.371601132679263,B,1780.5917320690464
2454.040889319916,8,28.39644090114251,B,1962.4111097642826
3854.680397934664,8,10.531495649445109,A,3120.079634637093
2946.2031007837104,8,15.10418696226157,A,2423.336886113847
3107.6221032667813,8,2.3192666447866115,A,2549.980446507099
3613.2442505658496,8,16.691852716598387,A,2942.7380493567102
1255.267016294416,3,20.223288999447018,C,1055.0293514016616
2775.581204122417,8,,B,2212.718239470186
3010.8807686423775,8,20.00208690342801,A,2404.784431884213
3447.7977540323404,8,15.288588850195497,A,2831.2916516162
1703.2494110066302,5,13.177173910389794,C,1376.0647267060033
2910.781469995667,8,16.879145738537808,A,2374.378405564667
2615.40212030912,8,11.629370233524925,B,2113.7535857093135
1932.7636183793286,6,8.897366448901366,B,1556.9573487513494
855.9001497875715,3,12.99797000466639,C,717.6899605309167
1735.6695182409915,5,23.48470215652792,C,1417.041058885486
3872.196618421676,8,18.19235428062455,A,3128.2446334245305
1257.832255644795,4,10.111418866041156,C,1005.7119912618552
897.7329775586147,3,22.73031320937673,C,745.1612070382824
1786.8779865795273,5,9.364345680173114,B,1506.3814987671485
853.4327723709373,3,6.281146086330914,C,698.8863948961342
1435.19626142695,5,25.763382159845584,C,1178.3133832958658
3700.5964273602362,8,7.089719328444195,A,3020.7292045472145
1615.7372850595284,5,3.696040651484915,C,1310.0029487213694
2550.6133009138903,7,6.379718743435796,B,2107.5861765323016
1335.6067284423304,4,8.190424077604352,C,1111.0284880063791
2837.929735394767,8,15.922923332449342,A,2313.7301617686594
946.7973568270888,3,21.576871301557407,C,800.3181945176415
3264.332841464267,8,7.93456298343848,A,2667.058102872081
1980.3111567005749,6,14.310233419813594,B,1645.899802491798
1142.8113548200095,3,14.662025111759842,C,985.5981189364567
3153.8734797697184,8,86.26944143560164,A,2542.3237596545496
2439.988886595315,7,11.51280049147982,B,2004.4962426011894
2033.5075361583918,6,6.739560132325674,B,1669.897133531695
1342.1911463482063,5,3.2419400305459374,C,1142.6817841998218
3234.780626181512,8,0.7361641081671945,A,2633.347808674189
1778.4976984621119,6,4.170718459521265,B,1469.9822554904822
650.817417221085,2,,C,543.1597871608169
3878.79244445638,8,26.671087943272365,A,3133.2874916944534
606.6268284371326,1,23.902926107517036,C,495.91715386676543
921.6417716835596,3,11.877833307867279,C,786.2178547512923
2130.3438584838277,6,21.815878957042106,B,1733.4364086948297
1227.4922955017682,4,6.479749912782551,C,991.9340216275323
1672.972631551334,5,3.830927792535775,C,1401.1846998518251
2486.478346766692,7,11.711064098998174,B,2061.0884310784463
3852.446832906336,8,10.941606255003375,A,3125.453634323184
3777.0927849024565,8,25.361733438427155,A,3076.607313853051
758.6359154583233,2,19.253284277252508,C,625.8022610513344
3486.5977969099977,8,7.170658841137674,A,2830.7648200812005
1087.3827929628583,3,7.268831351367537,C,897.3545448386687
3340.015053761317,8,15.561662352216418,A,2742.8966622359453
1537.2152624686976,5,13.825523335569207,C,1283.695373959592
3012.4202504901436,8,18.470854471862495,A,2463.199754182019
3015.7762175963435,8,14.054441405679787,A,2445.579940488054
3476.9294091472425,8,25.628712367045487,A,2827.7826479732803
3928.6904709802275,8,,A,3184.7546041545656
1464.182985020506,5,7.479775158989423,C,1221.7512010169653
2699.079605360369,8,5.299334535733131,B,2204.7210018500496
3087.4127847296195,8,8.616270373654034,A,2516.047500017436
778.7026815146237,3,9.478006063579963,C,653.7457433821506
2820.364682190971,8,4.350082422950689,A,2284.975493349679
1625.3043035788678,5,1.2929750751819022,C,1322.3575545768217
1065.141649313328,3,7.80165052602022,C,890.4999751307155
2423.150452421657,7,27.226996124937695,B,1949.7285122765927
2116.592589771487,6,24.650328727972884,B,1736.0258946017443
2519.7794153596715,7,16.40894206595251,B,2073.7536499321927
2746.711566411749,8,17.307658946618172,B,2213.203650801096
2245.341014719756,7,7.272173603094647,B,1824.931896704238
3668.0274760369766,8,,A,2992.417713476334
1122.6996943685153,3,17.498141063901418,C,956.3256219354878
1510.770771532989,5,19.113134767191454,C,1223.8324436034313
1746.7757441302977,5,12.93152830316714,B,1449.3093130310567
3210.337070275313,8,42.997360228716516,A,2556.792022435324
2782.3434090308406,8,45.017952067177404,B,2218.089246572224
1222.47938021984,3,9.568013557547138,C,1023.5777680087514
3105.5466170787063,8,19.260745448770685,A,2522.4709021414837
3200.3796326736046,8,14.944157816009453,A,2614.621045665487
3195.845129503583,8,59.75316055630168,A,2551.568524952053
774.3051672276516,3,20.863881543584053,C,643.910672442436
1242.487020890204,4,37.19925340742309,C,998.5186108566012
3633.8475949641734,8,18.388872401564562,A,2970.262596399631
3578.0122095509873,8,0.3687357641893057,A,2925.6502410641947
1219.5043015883548,4,26.438892479449503,C,1006.4363309766626
2429.8148041015056,7,5.521176546055281,B,1992.859486981311
4258.174213700651,4,10.481948218722808,C,1173.9175003854239
1956.996700481458,6,21.25854261034423,B,1583.5799554813766
573.3069545684211,2,30.059609548346593,C,440.66976141450715
1486.160828578631,5,16.023209296933906,C,1212.8713917678692
1447.3831550606856,4,7.179451769976706,C,1200.2613803219301
3716.9567183322592,8,7.970293018233119,A,3021.316885497653
2557.895758214889,8,34.333252246342575,B,2072.717066685712
